DEPTH            CAL           CNCF         DT24QI             GR          MLR1C          MLR2C          MLR3C          MLR4C             PE           RMLL            RTM           ZDEN 
       4753.70      -999.2500    -999.250000      -999.2500        95.3002      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4753.80      -999.2500    -999.250000      -999.2500        96.1345      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4753.90      -999.2500    -999.250000      -999.2500        96.9450      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4754.00      -999.2500    -999.250000      -999.2500        97.3936      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4754.10      -999.2500    -999.250000      -999.2500        97.0106      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4754.20      -999.2500    -999.250000      -999.2500        95.7263      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4754.30      -999.2500    -999.250000      -999.2500        94.1322      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4754.40      -999.2500    -999.250000      -999.2500        92.8287      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4754.50      -999.2500    -999.250000      -999.2500        91.7203      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4754.60      -999.2500    -999.250000      -999.2500        90.2626      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4754.70      -999.2500    -999.250000      -999.2500        88.3440      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4754.80      -999.2500    -999.250000      -999.2500        86.3705      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4754.90      -999.2500    -999.250000      -999.2500        85.2225      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4755.00      -999.2500    -999.250000      -999.2500        85.2290      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4755.10      -999.2500    -999.250000      -999.2500        86.1209      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4755.20      -999.2500    -999.250000      -999.2500        87.5343      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4755.30      -999.2500    -999.250000      -999.2500        89.1496      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4755.40      -999.2500    -999.250000      -999.2500        90.6176      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4755.50      -999.2500    -999.250000      -999.2500        91.5208      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4755.60      -999.2500    -999.250000      -999.2500        91.8608      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4755.70      -999.2500    -999.250000      -999.2500        91.9321      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4755.80      -999.2500    -999.250000      -999.2500        91.9669      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4755.90      -999.2500    -999.250000      -999.2500        92.3279      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4756.00      -999.2500    -999.250000      -999.2500        93.3025      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4756.10      -999.2500    -999.250000      -999.2500        95.0145      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4756.20      -999.2500    -999.250000      -999.2500        97.6244      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4756.30      -999.2500    -999.250000      -999.2500       100.4101      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4756.40      -999.2500    -999.250000      -999.2500       102.4397      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4756.50      -999.2500    -999.250000      -999.2500       102.8762      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4756.60      -999.2500    -999.250000      -999.2500       102.2939      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4756.70      -999.2500    -999.250000      -999.2500       101.2141      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4756.80      -999.2500    -999.250000      -999.2500        99.7919      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4756.90      -999.2500    -999.250000      -999.2500        97.9264      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4757.00      -999.2500    -999.250000      -999.2500        95.7408      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4757.10      -999.2500    -999.250000      -999.2500        93.8657      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4757.20      -999.2500    -999.250000      -999.2500        93.1177      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4757.30      -999.2500    -999.250000      -999.2500        93.5682      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4757.40      -999.2500    -999.250000      -999.2500        94.6659      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4757.50      -999.2500    -999.250000      -999.2500        95.6807      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4757.60      -999.2500    -999.250000      -999.2500        96.3423      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4757.70      -999.2500    -999.250000      -999.2500        96.7963      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4757.80      -999.2500    -999.250000      -999.2500        97.2238      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4757.90      -999.2500    -999.250000      -999.2500        97.4500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4758.00      -999.2500    -999.250000      -999.2500        97.2296      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4758.10      -999.2500    -999.250000      -999.2500        96.4539      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4758.20      -999.2500    -999.250000      -999.2500        95.5449      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4758.30      -999.2500    -999.250000      -999.2500        94.8607      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500      -999.2500
       4758.40      -999.2500    -999.250000      -999.2500        94.6779      -999.2500      -999.2500      -999.2500      -999.2500        15.2913      -999.2500      -999.2500         2.0187
       4758.50      -999.2500    -999.250000      -999.2500        95.0276      -999.2500      -999.2500      -999.2500      -999.2500        15.2891      -999.2500      -999.2500         2.0273
       4758.60      -999.2500    -999.250000      -999.2500        95.7906      -999.2500      -999.2500      -999.2500      -999.2500        15.2800      -999.2500      -999.2500         2.0325
       4758.70      -999.2500    -999.250000      -999.2500        96.7819      -999.2500      -999.2500      -999.2500      -999.2500        15.2794      -999.2500      -999.2500         2.0306
       4758.80      -999.2500    -999.250000      -999.2500        97.7743      -999.2500      -999.2500      -999.2500      -999.2500        15.2948      -999.2500      -999.2500         2.0204
       4758.90      -999.2500    -999.250000      -999.2500        98.6428      -999.2500      -999.2500      -999.2500      -999.2500        15.3190      -999.2500      -999.2500         2.0034
       4759.00      -999.2500    -999.250000      -999.2500        99.2594      -999.2500      -999.2500      -999.2500      -999.2500        15.3415      -999.2500      -999.2500         1.9816
       4759.10      -999.2500    -999.250000      -999.2500        99.5831      -999.2500      -999.2500      -999.2500      -999.2500        15.3528      -999.2500      -999.2500         1.9613
       4759.20      -999.2500    -999.250000      -999.2500        99.6861      -999.2500      -999.2500      -999.2500      -999.2500        15.3540      -999.2500      -999.2500         1.9506
       4759.30      -999.2500    -999.250000      -999.2500        99.4386      -999.2500      -999.2500      -999.2500      -999.2500        15.3502      -999.2500      -999.2500         1.9549
       4759.40      -999.2500    -999.250000      -999.2500        98.1683      -999.2500      -999.2500      -999.2500      -999.2500        15.3472      -999.2500      -999.2500         1.9742
       4759.50      -999.2500    -999.250000      -999.2500        95.6695      -999.2500      -999.2500      -999.2500      -999.2500        15.3456      -999.2500      -999.2500         1.9588
       4759.60      -999.2500    -999.250000      -999.2500        92.2500      -999.2500      -999.2500      -999.2500      -999.2500        15.3440      -999.2500      -999.2500         1.8653
       4759.70      -999.2500    -999.250000      -999.2500        89.2812      -999.2500      -999.2500      -999.2500      -999.2500        15.3394      -999.2500      -999.2500         1.6937
       4759.80      -999.2500    -999.250000      -999.2500        88.4107      -999.2500      -999.2500      -999.2500      -999.2500        15.3252      -999.2500      -999.2500         1.5427
       4759.90      -999.2500    -999.250000      -999.2500        90.1361      -999.2500      -999.2500      -999.2500      -999.2500        15.2945      -999.2500      -999.2500         1.4986
       4760.00      -999.2500    -999.250000      -999.2500        93.7276      -999.2500      -999.2500      -999.2500      -999.2500        15.2456      -999.2500      -999.2500         1.5825
       4760.10      -999.2500    -999.250000      -999.2500        97.0694      -999.2500      -999.2500      -999.2500      -999.2500        15.1908      -999.2500      -999.2500         1.7193
       4760.20      -999.2500    -999.250000      -999.2500        98.8938      -999.2500      -999.2500      -999.2500      -999.2500        15.1449      -999.2500      -999.2500         1.8443
       4760.30      -999.2500    -999.250000      -999.2500        99.0294      -999.2500      -999.2500      -999.2500      -999.2500        15.1172      -999.2500      -999.2500         1.9314
       4760.40      -999.2500    -999.250000      -999.2500        98.5278      -999.2500      -999.2500      -999.2500      -999.2500        15.1060      -999.2500      -999.2500         1.9861
       4760.50      -999.2500    -999.250000      -999.2500        98.4864      -999.2500      -999.2500      -999.2500      -999.2500        15.1030      -999.2500      -999.2500         2.0280
       4760.60      -999.2500    -999.250000      -999.2500        99.0214      -999.2500      -999.2500      -999.2500      -999.2500        15.1049      -999.2500      -999.2500         2.0562
       4760.70      -999.2500    -999.250000      -999.2500        99.7715      -999.2500      -999.2500      -999.2500      -999.2500        15.1105      -999.2500      -999.2500         2.0732
       4760.80      -999.2500    -999.250000      -999.2500       100.2653      -999.2500      -999.2500      -999.2500      -999.2500        15.1158      -999.2500      -999.2500         2.0877
       4760.90      -999.2500    -999.250000      -999.2500       100.4032      -999.2500      -999.2500      -999.2500      -999.2500        15.1165      -999.2500      -999.2500         2.0992
       4761.00      -999.2500    -999.250000      -999.2500       100.2279      -999.2500      -999.2500      -999.2500      -999.2500        15.1117      -999.2500      -999.2500         2.1039
       4761.10      -999.2500    -999.250000      -999.2500        99.6414      -999.2500      -999.2500      -999.2500      -999.2500        15.1076      -999.2500      -999.2500         2.1029
       4761.20      -999.2500    -999.250000      -999.2500        98.4973      -999.2500      -999.2500      -999.2500      -999.2500        15.1070      -999.2500      -999.2500         2.1008
       4761.30      -999.2500    -999.250000      -999.2500        96.9996      -999.2500      -999.2500      -999.2500      -999.2500        15.1085      -999.2500      -999.2500         2.1041
       4761.40      -999.2500    -999.250000      -999.2500        95.9712      -999.2500      -999.2500      -999.2500      -999.2500        15.1123      -999.2500      -999.2500         2.1085
       4761.50      -999.2500    -999.250000      -999.2500        96.0336      -999.2500      -999.2500      -999.2500      -999.2500        15.1251      -999.2500      -999.2500         2.1102
       4761.60      -999.2500    -999.250000      -999.2500        97.2939      -999.2500      -999.2500      -999.2500      -999.2500        15.1582      -999.2500      -999.2500         2.1110
       4761.70      -999.2500    -999.250000      -999.2500        99.3668      -999.2500      -999.2500      -999.2500      -999.2500        15.2092      -999.2500      -999.2500         2.1137
       4761.80      -999.2500    -999.250000      -999.2500       101.7425      -999.2500      -999.2500      -999.2500      -999.2500        15.2642      -999.2500      -999.2500         2.1176
       4761.90      -999.2500    -999.250000      -999.2500       103.9879      -999.2500      -999.2500      -999.2500      -999.2500        15.3122      -999.2500      -999.2500         2.1202
       4762.00      -999.2500    -999.250000      -999.2500       105.9339      -999.2500      -999.2500      -999.2500      -999.2500        15.3549      -999.2500      -999.2500         2.1197
       4762.10      -999.2500    -999.250000      -999.2500       107.5389      -999.2500      -999.2500      -999.2500      -999.2500        15.4002      -999.2500      -999.2500         2.1181
       4762.20      -999.2500    -999.250000      -999.2500       108.6750      -999.2500      -999.2500      -999.2500      -999.2500        15.4437      -999.2500      -999.2500         2.1232
       4762.30      -999.2500    -999.250000      -999.2500       109.1336      -999.2500      -999.2500      -999.2500      -999.2500        15.4695      -999.2500      -999.2500         2.1437
       4762.40      -999.2500    -999.250000      -999.2500       108.9038      -999.2500      -999.2500      -999.2500      -999.2500        15.4756      -999.2500      -999.2500         2.1783
       4762.50      -999.2500    -999.250000      -999.2500       107.9532      -999.2500      -999.2500      -999.2500      -999.2500        15.4744      -999.2500      -999.2500         2.2211
       4762.60      -999.2500    -999.250000      -999.2500       106.1818      -999.2500      -999.2500      -999.2500      -999.2500        15.4844      -999.2500      -999.2500         2.2422
       4762.70      -999.2500    -999.250000      -999.2500       104.1355      -999.2500      -999.2500      -999.2500      -999.2500        15.4982      -999.2500      -999.2500         2.2241
       4762.80      -999.2500    -999.250000      -999.2500       102.4816      -999.2500      -999.2500      -999.2500      -999.2500        15.4978      -999.2500      -999.2500         2.1728
       4762.90      -999.2500    -999.250000      -999.2500       102.1108      -999.2500      -999.2500      -999.2500      -999.2500        15.4816      -999.2500      -999.2500         2.1343
       4763.00      -999.2500    -999.250000      -999.2500       103.0610      -999.2500      -999.2500      -999.2500      -999.2500        15.4688      -999.2500      -999.2500         2.1472
       4763.10      -999.2500    -999.250000      -999.2500       104.6112      -999.2500      -999.2500      -999.2500      -999.2500        15.4742      -999.2500      -999.2500         2.1980
       4763.20      -999.2500    -999.250000      -999.2500       105.8381      -999.2500      -999.2500      -999.2500      -999.2500        15.5023      -999.2500      -999.2500         2.2443
       4763.30      -999.2500    -999.250000      -999.2500       106.5344      -999.2500      -999.2500      -999.2500      -999.2500        15.5301      -999.2500      -999.2500         2.2606
       4763.40      -999.2500    -999.250000      -999.2500       107.1333      -999.2500      -999.2500      -999.2500      -999.2500        15.5410      -999.2500      -999.2500         2.2547
       4763.50      -999.2500    -999.250000      -999.2500       108.1211      -999.2500      -999.2500      -999.2500      -999.2500        15.5390      -999.2500      -999.2500         2.2447
       4763.60      -999.2500    -999.250000      -999.2500       109.5471      -999.2500      -999.2500      -999.2500      -999.2500        15.5302      -999.2500      -999.2500         2.2425
       4763.70      -999.2500    -999.250000      -999.2500       111.0699      -999.2500      -999.2500      -999.2500      -999.2500        15.5101      -999.2500      -999.2500         2.2450
       4763.80      -999.2500    -999.250000      -999.2500       112.3588      -999.2500      -999.2500      -999.2500      -999.2500        15.4776      -999.2500      -999.2500         2.2517
       4763.90      -999.2500    -999.250000      -999.2500       113.1393      -999.2500      -999.2500      -999.2500      -999.2500        15.4391      -999.2500      -999.2500         2.2589
       4764.00      -999.2500    -999.250000      -999.2500       113.2869      -999.2500      -999.2500      -999.2500      -999.2500        15.4003      -999.2500      -999.2500         2.2630
       4764.10      -999.2500    -999.250000      -999.2500       112.7224      -999.2500      -999.2500      -999.2500      -999.2500        15.3586      -999.2500      -999.2500         2.2649
       4764.20      -999.2500    -999.250000      -999.2500       111.5137      -999.2500      -999.2500      -999.2500      -999.2500        15.3080      -999.2500      -999.2500         2.2704
       4764.30      -999.2500    -999.250000      -999.2500       110.1448      -999.2500      -999.2500      -999.2500      -999.2500        15.2475      -999.2500      -999.2500         2.2818
       4764.40      -999.2500    -999.250000      -999.2500       109.0283      -999.2500      -999.2500      -999.2500      -999.2500        15.1859      -999.2500      -999.2500         2.2963
       4764.50      -999.2500    -999.250000      -999.2500       108.3469      -999.2500      -999.2500      -999.2500      -999.2500        15.1491      -999.2500      -999.2500         2.3094
       4764.60      -999.2500    -999.250000      -999.2500       108.1143      -999.2500      -999.2500      -999.2500      -999.2500        15.1554      -999.2500      -999.2500         2.3198
       4764.70      -999.2500    -999.250000      -999.2500       108.4757      -999.2500      -999.2500      -999.2500      -999.2500        15.2013      -999.2500      -999.2500         2.3286
       4764.80      -999.2500    -999.250000      -999.2500       109.3002      -999.2500      -999.2500      -999.2500      -999.2500        15.2646      -999.2500      -999.2500         2.3352
       4764.90      -999.2500    -999.250000      -999.2500       110.0511      -999.2500      -999.2500      -999.2500      -999.2500        15.3134      -999.2500      -999.2500         2.3376
       4765.00      -999.2500    -999.250000      -999.2500       110.7321      -999.2500      -999.2500      -999.2500      -999.2500        15.3322      -999.2500      -999.2500         2.3340
       4765.10      -999.2500    -999.250000      -999.2500       111.6685      -999.2500      -999.2500      -999.2500      -999.2500        15.3189      -999.2500      -999.2500         2.3233
       4765.20      -999.2500    -999.250000      -999.2500       112.8925      -999.2500      -999.2500      -999.2500      -999.2500        15.2840      -999.2500      -999.2500         2.3076
       4765.30      -999.2500    -999.250000      -999.2500       114.1591      -999.2500      -999.2500      -999.2500      -999.2500        15.2406      -999.2500      -999.2500         2.2904
       4765.40      -999.2500    -999.250000      -999.2500       115.1040      -999.2500      -999.2500      -999.2500      -999.2500        15.1964      -999.2500      -999.2500         2.2748
       4765.50      -999.2500    -999.250000      -999.2500       115.0536      -999.2500      -999.2500      -999.2500      -999.2500        15.1572      -999.2500      -999.2500         2.2642
       4765.60      -999.2500    -999.250000      -999.2500       114.0452      -999.2500      -999.2500      -999.2500      -999.2500        15.1188      -999.2500      -999.2500         2.2590
       4765.70      -999.2500    -999.250000      -999.2500       112.5127      -999.2500      -999.2500      -999.2500      -999.2500        15.0742      -999.2500      -999.2500         2.2580
       4765.80      -999.2500    -999.250000      -999.2500       111.1509      -999.2500      -999.2500      -999.2500      -999.2500        15.0271      -999.2500      -999.2500         2.2586
       4765.90      -999.2500    -999.250000      -999.2500       110.4284      -999.2500      -999.2500      -999.2500      -999.2500        14.9956      -999.2500      -999.2500         2.2573
       4766.00      -999.2500    -999.250000      -999.2500       110.4688      -999.2500      -999.2500      -999.2500      -999.2500        14.9861      -999.2500      -999.2500         2.2523
       4766.10      -999.2500    -999.250000      -999.2500       110.8402      -999.2500      -999.2500      -999.2500      -999.2500        14.9763      -999.2500      -999.2500         2.2419
       4766.20      -999.2500    -999.250000      -999.2500       110.7130      -999.2500      -999.2500      -999.2500      -999.2500        14.9520      -999.2500      -999.2500         2.2269
       4766.30      -999.2500    -999.250000      -999.2500       109.8706      -999.2500      -999.2500      -999.2500      -999.2500        14.9338      -999.2500      -999.2500         2.2089
       4766.40      -999.2500    -999.250000      -999.2500       108.6886      -999.2500      -999.2500      -999.2500      -999.2500        14.9232      -999.2500      -999.2500         2.1913
       4766.50      -999.2500    -999.250000      -999.2500       107.8597      -999.2500      -999.2500      -999.2500      -999.2500        14.9058      -999.2500      -999.2500         2.1779
       4766.60      -999.2500    -999.250000      -999.2500       107.6632      -999.2500      -999.2500      -999.2500      -999.2500        14.8795      -999.2500      -999.2500         2.1695
       4766.70      -999.2500    -999.250000      -999.2500       108.2027      -999.2500      -999.2500      -999.2500      -999.2500        14.8506      -999.2500      -999.2500         2.1642
       4766.80      -999.2500    -999.250000      -999.2500       109.3088      -999.2500      -999.2500      -999.2500      -999.2500        14.8306      -999.2500      -999.2500         2.1580
       4766.90      -999.2500    -999.250000      -999.2500       110.4361      -999.2500      -999.2500      -999.2500      -999.2500        14.8211      -999.2500      -999.2500         2.1498
       4767.00      -999.2500    -999.250000      -999.2500       110.9924      -999.2500      -999.2500      -999.2500      -999.2500        14.8095      -999.2500      -999.2500         2.1409
       4767.10      -999.2500    -999.250000      -999.2500       110.7056      -999.2500      -999.2500      -999.2500      -999.2500        14.7761      -999.2500      -999.2500         2.1334
       4767.20      -999.2500    -999.250000      -999.2500       110.2400      -999.2500      -999.2500      -999.2500      -999.2500        14.7228      -999.2500      -999.2500         2.1258
       4767.30      -999.2500    -999.250000      -999.2500       110.0148      -999.2500      -999.2500      -999.2500      -999.2500        14.6667      -999.2500      -999.2500         2.1158
       4767.40      -999.2500    -999.250000      -999.2500       110.2108      -999.2500      -999.2500      -999.2500      -999.2500        14.6387      -999.2500      -999.2500         2.1028
       4767.50      -999.2500    -999.250000      -999.2500       110.5804      -999.2500      -999.2500      -999.2500      -999.2500        14.6428      -999.2500      -999.2500         2.0901
       4767.60      -999.2500    -999.250000      -999.2500       110.9223      -999.2500      -999.2500      -999.2500      -999.2500        14.6696      -999.2500      -999.2500         2.0805
       4767.70      -999.2500    -999.250000      -999.2500       111.2133      -999.2500      -999.2500      -999.2500      -999.2500        14.7072      -999.2500      -999.2500         2.0744
